content_type,genre,content_id,num_packets,pkt_size_mean,pkt_size_std,pkt_size_cv,inter_mean,inter_std,inter_cv,p95_inter,burst_mean,burst_max,num_silence_gaps,silence_ratio,flow_duration,pkt_rate
podcast,podcast,spotify:episode:0dehy5yyOoA81Lg5ug1Y90,124,485.83870967741933,1780.601947815984,3.665006333065235,0.4732715560168755,1.9358603446289706,4.090379656283302,1.9184706926345794,11.28225806451613,41,6,0.8518235348691198,58.212401390075684,2.130130299368479
podcast,podcast,spotify:episode:5JxAVTHNtiX3DadiijukhD,66,106.78787878787878,123.12527682190266,1.1529892551426755,0.8930346562312199,1.7054313745954028,1.909703461893243,4.586739110946653,2.590909090909091,8,12,0.8533016050613735,58.0472526550293,1.1370047156621401
podcast,podcast,spotify:episode:5eIHDsFzOgwvj2nwPRdsKm,1863,13958.58829844337,21072.16809194367,1.509620288342023,0.0318709291781826,0.2979168070093743,9.347603433329288,0.04096238613128661,78.68438003220612,268,6,0.426329227828342,59.343670129776,31.393407181016766
podcast,podcast,spotify:episode:6IIqWoyarbf14iJTeukFtD,657,22804.803652968036,28701.28539142007,1.2585631443349266,0.0895961533959319,0.6323693402991647,7.057996535907951,0.03160679340362549,195.32876712328766,367,12,0.8523075434294747,58.77507662773132,11.178207459622664
podcast,podcast,spotify:episode:2xD2ejiRF4zETS4Ahl2oJk,362,427.6491712707182,689.351088981898,1.611954693922492,0.15915017577089433,0.7249417934200644,4.555080067669288,0.7035741806030273,13.46132596685083,30,9,0.650919626130946,57.45321345329285,6.300778985918542
podcast,podcast,spotify:episode:6BCWe0DntA3Mx8LBGzuyyn,555,1165.5369369369369,3274.2539148768096,2.8092236385760874,0.10341237124983585,0.4381545988329903,4.236965012381783,0.6481152057647713,25.486486486486488,78,9,0.44079490779901365,57.29045367240906,9.687477833105145
podcast,podcast,spotify:episode:16ggkIZcRchOMSYLysMnYx,1283,1394.8402182385034,4421.206632349059,3.1696868032185446,0.04492105448301795,0.264429762053088,5.886543962431995,0.1149521827697757,27.44037412314887,145,7,0.3893379036361356,57.588791847229004,22.278640666807703
podcast,podcast,spotify:episode:2RPd8nGA1JotGbEYLHwXas,133,138.8796992481203,243.64074494098534,1.7543294395079343,0.4469428676547426,1.3973483759291079,3.1264586081470727,2.653627681732174,4.7218045112781954,16,11,0.761017290821875,58.996458530426025,2.25437260664398
podcast,podcast,spotify:episode:2aEukQxM1KXhaKKOEE9fnL,119,145.05882352941177,318.60935471128323,2.196414854051831,0.5075940661511179,1.5506804952638582,3.054961826134112,3.3768553137779214,5.243697478991597,19,11,0.8350993239851799,59.89609980583191,1.9867737696739531
podcast,podcast,spotify:episode:0Rh4iG771hcFcZFLb1gm0T,96,137.95833333333334,236.2837240774084,1.7127180241189373,0.6031424748270136,1.7749789230157123,2.9428849684724847,4.311128735542297,5.083333333333333,20,9,0.8386757069702496,57.298535108566284,1.6754355031608434
podcast,podcast,spotify:episode:2l2gy9IyQmJr9QNZGF4wzz,900,18570.234444444446,24544.377808268753,1.321705328045094,0.06613499251037869,0.5390563552729718,8.15084926770615,0.03807997703552245,120.23666666666666,269,11,0.8132771076030278,59.455358266830444,15.137407733057108
podcast,podcast,spotify:episode:0EBtayA6TwGUamwEjZ3pQj,97,125.9381443298969,168.10936636747525,1.334856625543967,0.6221574569741884,1.7135753371360571,2.754247044582395,4.008666098117828,5.22680412371134,20,12,0.8935430157205666,59.727115869522095,1.6240529713824292
podcast,podcast,spotify:episode:4OaymgojOtpP92aXMEaSSp,1417,24343.34156669019,28085.01523677998,1.153704192985964,0.04133366982815629,0.393695304205269,9.524808850558092,0.03222090005874634,144.73112208892024,362,10,0.7332154073672802,58.52847647666931,24.210437129092984
podcast,podcast,spotify:episode:2eNFOytxCsk9vezTzPY8A8,1039,20186.358036573627,25418.220989143705,1.2591781510607805,0.05645911748698681,0.5187244784475494,9.187612232286655,0.023422408103942867,154.21655437921078,342,10,0.7792280743499012,58.60456395149231,17.728994637004597
podcast,podcast,spotify:episode:5sXn2J0enNkpdBwnjeFRkG,110,128.9909090909091,221.5483733533993,1.7175502902864137,0.5370053807529834,1.4159020932162047,2.6366627671976794,4.006821537017821,4.181818181818182,16,11,0.8143688643257626,58.533586502075195,1.8792629424151237
podcast,podcast,spotify:episode:4IsgJYJrFWvQKMhAZqKX89,113,153.69026548672565,273.282183561501,1.7781359326567405,0.5193488065685544,1.5402967844263482,2.9658232866720335,3.426122581958765,5.79646017699115,20,12,0.8453778682188191,58.1670663356781,1.942680061392212
podcast,podcast,spotify:episode:0cNQK6ZWbVUU089FWpiZsb,2208,19575.459692028984,25811.798723554613,1.3185794423037243,0.026951570126283315,0.3188308122838611,11.829767645816508,0.01780607700347899,143.6861413043478,301,9,0.6508291721324694,59.482115268707275,37.120401485816
podcast,podcast,spotify:episode:3jU68xrC1KSJQSNSflQch3,1104,19083.257246376812,24388.306961499336,1.2779949799256494,0.05295699742957882,0.47166069914030107,8.906484922365665,0.04560520648956279,87.45742753623189,221,7,0.6646412175904644,58.41156816482544,18.90036570983232
podcast,podcast,spotify:episode:4gD6eM1MUxus2eg4aLNp6I,1824,22407.182565789473,27218.817770276437,1.2147362878112666,0.032695316182867355,0.3042656723609407,9.306093590261064,0.04835364818572991,62.75438596491228,138,7,0.4943414891509068,59.60356140136719,30.602198209554658
