content_type,content_id,genre,num_packets,pkt_size_mean,pkt_size_std,pkt_size_cv,inter_mean,inter_std,inter_cv,p95_inter,burst_mean,burst_max,num_silence_gaps,silence_ratio,flow_duration,pkt_rate
music,spotify:track:23SZWX2IaDnxmhFsSLvkG2,rap,49,64.2244897959184,13.1432691024294,0.204645753422002,1.10192848245303,2.99850807923999,2.72114581571115,7.84777650833129,3.12244897959184,9,7,0.932547918749197,52.8925671577454,0.926406159373277
music,spotify:track:3sNVsP50132BTNlImLx70i,rap,68,137.661764705882,319.167050594389,2.31848728131807,0.835444827577961,3.23701773490874,3.87460383744692,3.56501619815826,6.10294117647059,18,5,0.916841092281318,55.9748034477234,1.21483231403407
music,spotify:track:7vgTNTaEz3CsBZ1N4YQalM,rap,54,98.2592592592593,196.564020782334,2.00046308372523,1.0542848110199,3.64791982590902,3.4600895201934,7.23991484642028,4.18518518518519,13,5,0.949412529418843,55.8770949840546,0.966406718448942
music,spotify:track:3DK6m7It6Pw857FcQftMds,rap,51,100.039215686275,202.209555522193,2.02130288742294,0.927535037994385,2.64496710558144,2.85160883118839,4.81344672441483,3.84313725490196,13,6,0.905404037368309,46.3767518997192,1.09968891547812
music,spotify:track:5TRPicyLGbAF2LGBFbHGvO,rap,57,98.6140350877193,207.0724726414,2.09982760017075,1.0074568433421,2.99861616003635,2.97642145155206,8.93167501688004,4.26315789473684,14,6,0.925278089976611,56.4175832271576,1.01032332013403
music,spotify:track:4KW1lqgSr8TKrvBII0Brf8,rap,71,116.704225352113,240.801911131705,2.0633521229002,0.818713218825204,2.6997785386812,3.29758757597098,4.26683282852173,4.88732394366197,15,7,0.916141457642338,57.3099253177643,1.23887790127677
music,spotify:track:2dxjKgT0li4qBI3QwuN9Ih,rap,41,64.609756097561,13.7146495447617,0.212269019001597,1.28727567791939,3.93251470895253,3.05491261616053,5.26364990472791,3.14634146341463,10,5,0.897489270000441,51.4910271167755,0.79625523699531
music,spotify:track:4ZPdLEztrlZqbJkgHNw54L,rap,56,149.125,427.337106079197,2.8656302167926,1.07482770573009,2.46641298101701,2.29470543778146,7.83823328018188,4.28571428571429,16,9,0.928182035463029,59.115523815155,0.94729770432388
music,spotify:track:4UQMOPSUVJVicIQzjAcRRZ,rap,57,110.333333333333,205.06878036006,1.85862942924526,0.960203315530505,2.3179936491108,2.41406545011786,7.19539022445679,4.29824561403509,13,10,0.984289950703474,53.7713856697083,1.0600433537295
music,spotify:track:46OFHBw45fNi7QNjSetITR,rap,50,204.12,422.762658710535,2.07114765192306,1.0179006469493,2.58391270163556,2.53847240335261,4.83995008468628,4.68,13,9,0.976474481557117,49.8771317005158,1.00246341951301
