content_type,genre,content_id,num_packets,pkt_size_mean,pkt_size_std,pkt_size_cv,inter_mean,inter_std,inter_cv,p95_inter,burst_mean,burst_max,num_silence_gaps,silence_ratio,flow_duration,pkt_rate
music,rap,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,72,116.861111111111,248.631884606962,2.12758446537928,0.743532352044549,2.35871895237251,3.17231516004188,4.81007730960846,5.94444444444445,16,8,0.939793244488293,52.790796995163,1.36387408598126
music,rap,spotify:track:76gcXhY3Zv6wW0BTe9nHJo,102,15063.7549019608,24618.6784478444,1.63429892533899,0.432310628418875,1.92211578726973,4.44614511167499,3.58431553840637,20.9509803921569,62,6,0.941971954378182,43.6633734703064,2.33605404010677
music,rap,spotify:track:4gh0ZnHzaTMT1sDga7Ek0N,44,106.068181818182,216.931010999022,2.04520344631604,1.31228108184282,3.50755925723766,2.67287192185384,6.89557676315307,4.04545454545455,14,7,0.968833874622703,56.4280865192413,0.779753536122415
music,rap,spotify:track:7g7raxdQpiLZT7aOlib4S1,58,131.362068965517,278.871166538877,2.12292002352735,0.90616634435821,2.98771738902205,3.29709595553131,5.78336458206176,5.77586206896552,16,6,0.980619202694273,51.651481628418,1.12291067306168
music,rap,spotify:track:0lodMO0qK83vfPiiD7FMEt,58,178.689655172414,367.756675876326,2.05807479745532,0.90021012122171,2.41420753047348,2.68182669085865,6.39650635719299,4.60344827586207,14,8,0.963692470375275,51.3119769096375,1.13034039016155
music,rap,spotify:track:67nepsnrcZkowTxMWigSbb,54,118.944444444444,229.7848765828,1.931867248244,1.10954597761046,3.04421421960389,2.74365756898147,5.76844205856323,4.24074074074074,14,9,0.980384056473616,58.8059368133545,0.918274632226196
music,rap,spotify:track:3KdImwmcDEJSx3KGsQXs18,52,117.269230769231,228.740877530131,1.95056176313001,1.13825618052015,3.10866624041493,2.73107784839293,5.66455602645874,4.88461538461539,18,8,0.957926525834992,58.0510652065277,0.895763063347763
music,rap,spotify:track:2Gk6fi0dqt91NKvlzGsmm7,48,104.666666666667,225.070297660284,2.1503531623594,0.974799856226495,3.29104888092826,3.37612778654697,5.95984375476836,4.33333333333333,14,5,0.92528982690593,45.8155932426453,1.04767823796989
music,rap,spotify:track:3SEd8nPd8MpGwk6ZZ8tk2j,99,147.060606060606,294.759748707687,2.00434199615777,0.552386347128421,1.94644247159524,3.52369764697086,3.37656093835831,6.56565656565657,19,9,0.935080658434394,54.1338620185852,1.8287998732847
music,rap,spotify:track:5wNIHa6wvCCKP6fWgo3UAh,119,22044.0672268908,28657.6564787253,1.30001674299772,0.457547363588365,2.36817612149484,5.17580541372189,1.71205152273177,35.6974789915966,91,6,0.927775922081967,53.9905889034271,2.20408783117471
music,rap,spotify:track:26N5kAVhlqFOWAkuMQ5Kwe,82,6647.5,17621.4083538164,2.65083239621157,0.620912766750948,2.27331552958373,3.66124784561818,4.09596014022827,7.19512195121951,25,7,0.921851109416992,50.2939341068268,1.63041530666159
music,rap,spotify:track:0CjlH56dQOPrGNCKzuZ2Lj,69,132.231884057971,261.179217992058,1.97516067968567,0.717466852244209,2.67765006503767,3.73208888558695,3.28592245578766,6.10144927536232,19,8,0.968634931392825,48.7877459526062,1.41428956498684
music,rap,spotify:track:1i9lZvlaDdWDPyXEE95aiq,334,4980.83532934132,14047.8262863365,2.82037557105793,0.167965852462494,1.09513176261251,6.51996668702083,0.216354179382324,28.188622754491,87,8,0.842183862860918,55.9326288700104,5.97146972612764
